Subject1(30),Assignment-subject1(20),Subject2(30),Assignment-subject2(20),Subject3(30),Assignment-subject3(20),Subject4(30),Assignment-subject4(20),Subject5(30),Assignment-subject5(20),CGPA,SGPA
30,19,29,10,19,20,19,14,25,13,8.2,8.408393848676878
22,14,15,17,27,17,28,15,28,13,8.4,8.714606096995785
18,12,19,20,24,20,20,14,28,13,7.8,7.120110328120467
25,20,27,12,23,15,17,17,16,10,7.0,7.6287723199882445
18,15,24,18,18,11,24,17,30,14,8.0,8.832537880254318
24,13,17,19,28,19,20,16,29,18,8.8,8.108676136401396
18,17,16,19,25,10,26,20,15,12,6.8,6.774363892024058
29,11,24,10,30,15,16,16,27,20,7.2,7.222779828339764
24,15,30,12,25,17,25,20,16,19,7.6,7.248724416509101
24,14,21,19,19,19,17,17,27,10,7.4,7.375855042830159
28,17,18,15,25,18,16,19,29,15,7.4,7.905783345921914
28,14,18,13,22,19,27,19,15,15,8.2,8.46093374973887
15,10,27,18,20,17,24,17,29,17,7.8,7.213087090357909
15,16,27,10,19,17,19,14,24,13,7.6,7.399960544772547
17,16,17,19,15,10,23,18,27,10,7.6,7.525044813492055
17,14,28,20,20,13,28,14,24,16,7.8,7.471337694657942
30,19,23,13,18,19,25,13,25,16,8.6,8.057851908396728
28,12,29,15,27,20,27,16,19,15,8.2,8.330300105806298
15,13,15,15,25,19,29,11,20,18,7.0,7.295791737635715
18,15,16,16,16,10,20,19,15,19,7.0,7.340731118725758
30,16,15,14,18,11,25,16,18,12,7.4,7.329566324874679
17,14,19,13,19,14,27,10,25,10,7.0,7.77059221867032
20,16,20,20,19,10,27,12,26,10,7.2,7.2917277135742955
21,15,21,12,23,11,30,16,26,17,8.2,8.205316928781503
21,14,21,15,26,11,26,15,18,14,7.6,7.749490692944226
29,16,28,19,18,16,26,17,20,15,7.6,7.7692491425901435
26,11,30,13,24,15,15,19,19,15,7.8,7.015684704633929
26,19,16,15,17,12,18,15,23,15,6.8,6.992455253964921
27,16,16,15,25,20,23,16,30,15,7.2,7.803444306242134
21,14,16,13,28,13,18,14,30,17,7.6,7.952740581555589
18,19,28,14,28,11,26,12,16,14,7.8,7.2329047154697514
20,12,23,14,18,18,30,13,30,15,7.6,7.551720691132232
20,19,22,13,24,14,20,20,16,15,7.0,7.139489247270383
21,13,23,15,20,18,27,14,27,19,8.4,8.49984324140182
23,20,28,14,19,16,27,15,23,10,8.0,8.943519495800398
19,15,21,19,19,12,25,11,19,12,7.0,7.871527056224507
27,11,28,14,20,13,23,16,28,12,7.6,7.725439752505565
18,17,30,15,16,20,25,16,27,15,7.6,7.209232930087231
22,12,25,11,24,19,15,20,27,16,7.8,7.025595987350587
24,19,23,13,18,10,22,13,15,12,7.0,7.964201959907809
30,17,18,10,28,14,20,10,20,17,7.8,7.784572274903585
20,14,29,19,15,13,20,15,24,19,7.6,7.55839190056708
22,16,15,17,21,19,19,20,30,12,7.6,7.438668705581997
21,11,21,10,22,18,27,14,19,18,7.4,7.527576263106033
22,12,29,18,27,13,28,19,22,16,8.2,8.153611057542333
25,19,24,15,16,13,24,14,28,11,7.8,7.895530239590418
21,15,30,18,19,20,18,13,30,13,8.4,8.083662454349717
22,17,23,20,23,12,23,19,19,10,7.6,7.444089033590387
19,15,24,13,28,10,28,14,29,20,8.4,8.120854194719177
27,11,15,11,21,16,24,10,20,20,7.0,7.55611902674526
26,10,18,12,24,18,26,10,17,16,7.6,7.621730288226718
19,13,25,20,30,18,15,19,18,17,7.2,7.886659101358642
30,16,17,17,23,19,28,11,21,10,8.2,8.369318777222556
26,11,18,16,20,17,24,18,16,12,7.6,7.9594857672941695
30,11,24,13,21,10,17,10,30,13,7.8,7.486747504547154
25,11,27,11,29,12,27,20,18,13,8.4,8.954824711633169
27,19,18,18,16,16,24,14,22,10,8.0,8.04404020209464
22,18,16,10,22,10,23,15,21,18,7.0,7.031713860835522
23,15,16,19,16,19,23,11,17,16,6.8,6.470695487958896
20,18,23,17,16,19,29,10,24,17,7.4,7.133003641319312
16,19,15,20,25,13,29,14,20,18,7.4,7.980677691075387
27,10,17,14,16,17,18,10,29,20,7.6,7.208234433129018
25,19,24,12,16,10,24,18,18,15,7.8,7.8937619472723055
24,16,25,19,19,16,19,15,15,10,6.8,6.059720974537824
20,10,16,18,15,20,26,11,15,12,6.6,6.559007228674854
22,20,21,16,23,19,15,15,24,20,8.2,8.15856363894479
25,20,25,11,16,16,25,16,27,18,7.2,7.721810109183539
20,19,17,20,24,16,22,10,26,20,7.8,7.980027963761383
18,19,30,15,22,11,27,19,26,15,8.0,8.12135839219599
29,16,16,10,27,20,16,11,22,11,7.0,7.68953895413608
19,10,23,12,26,12,25,11,30,20,7.6,7.212069853288247
24,14,25,20,17,16,15,19,25,14,7.2,7.880578590768779
19,17,25,13,18,17,24,10,22,18,7.0,7.611626175460617
28,17,23,13,25,18,24,10,27,20,8.0,8.707018632473588
25,19,25,14,29,10,30,11,29,14,8.6,8.239956700450996
16,15,15,17,29,14,30,20,28,14,8.4,8.830156084203363
24,11,20,12,21,16,23,17,17,20,7.0,7.771317890043082
25,14,25,11,20,10,19,12,29,13,7.6,7.1038947585128716
15,17,17,15,17,10,25,19,24,16,7.0,7.355559997892399
29,15,16,12,25,17,30,11,19,10,7.8,7.889533719343781
25,18,30,17,17,14,21,14,29,15,8.2,8.416781654383572
20,19,23,11,27,14,26,12,27,16,8.2,8.658175449848523
22,12,21,13,22,14,28,12,21,12,7.0,7.745732046105228
18,11,18,12,17,13,23,16,18,14,6.6,6.086094376468438
27,18,15,16,20,11,25,13,28,19,7.6,7.408210277063406
26,10,26,18,16,13,26,17,16,15,7.8,7.3212532010427385
28,13,30,15,30,14,25,15,18,18,7.6,7.967326635113108
23,15,23,15,24,14,17,10,28,20,8.0,8.679211265422587
16,13,29,13,27,11,15,12,23,14,7.4,7.71691725002519
21,12,30,15,28,16,15,14,17,18,6.8,6.117054285935063
19,11,19,12,21,13,25,19,28,15,7.6,7.654677829416023
29,11,29,15,30,19,15,19,16,15,7.8,7.665868611575366
16,19,21,19,18,12,23,10,29,13,6.8,6.276568039870058
16,18,18,16,20,12,19,20,22,20,7.6,7.455075204659521
15,11,19,15,28,12,28,15,28,18,7.6,7.9632808358093365
21,10,27,17,30,16,21,15,30,14,8.6,8.047150934866952
29,11,24,19,23,18,23,13,30,10,7.6,7.446878982288352
30,11,18,19,15,16,23,16,17,16,7.8,7.937446109383393
24,19,22,16,21,14,22,20,28,10,8.0,8.02497309225867
20,18,24,20,20,19,27,18,30,14,8.0,8.495681323250361
30,18,26,17,26,20,30,10,22,17,8.6,8.618764466165425
16,16,30,16,19,10,24,19,28,16,8.2,8.556645984127218
18,11,20,15,17,11,24,19,29,12,7.2,7.483128119424813
22,10,16,10,19,15,26,12,25,12,7.2,7.008311871591401
27,16,17,18,30,19,17,18,18,19,7.8,7.461828117646145
22,18,24,16,20,14,30,12,19,18,7.2,7.6387651871131865
18,16,19,12,22,14,30,14,18,20,7.8,7.600346318155919
24,14,19,19,25,12,29,18,24,12,8.4,8.891929862606077
27,19,24,12,20,16,25,12,25,12,8.4,8.348310729176326
21,20,21,11,25,14,15,10,15,20,7.2,7.167909162634967
25,11,22,14,15,20,16,11,30,14,7.4,7.4226086512591145
16,10,20,14,19,12,19,17,23,19,7.4,7.359250359862553
23,16,25,15,23,11,16,20,15,10,7.0,7.651472637688134
23,17,18,19,18,12,29,10,27,13,6.8,6.386706882488791
26,20,26,11,18,15,15,11,25,18,8.0,8.533236411380388
17,16,18,16,29,15,30,19,29,14,8.4,8.398797363160126
27,17,19,12,16,16,23,19,16,13,7.6,7.532898326701658
21,19,26,19,15,15,22,15,27,17,7.0,7.647219166874564
20,11,29,18,17,14,26,18,24,10,8.0,8.348267043070894
18,11,24,16,19,13,27,20,15,18,7.2,7.9658659829624145
19,16,26,17,22,14,30,11,23,12,7.6,7.066133794360268
27,10,29,10,28,16,21,16,15,19,8.0,8.630418578255227
27,16,29,20,21,19,29,16,24,11,7.4,7.165683314276915
17,16,21,10,23,17,20,17,22,17,7.2,7.47249365834724
27,14,30,17,28,19,26,14,30,16,9.0,9.835494700153475
29,11,25,14,19,13,19,10,23,15,7.0,7.395441130939076
29,20,18,16,28,13,19,20,26,14,8.0,8.3169026213167
28,15,17,17,22,19,20,12,25,13,8.0,8.584546021940152
30,11,18,10,22,15,24,19,19,11,7.6,7.678505763467027
15,17,17,10,18,17,24,19,24,12,7.2,7.731360999354333
16,12,26,17,29,17,21,15,20,15,7.8,7.003844600230238
18,10,28,16,24,15,21,20,27,18,7.6,7.1274090838443
17,15,30,16,19,16,21,10,18,17,7.2,7.7428730816546185
27,19,26,13,17,12,23,10,22,14,7.8,7.181858436357631
25,10,22,19,16,11,16,17,18,19,7.2,7.272561101653393
25,15,26,20,29,11,25,10,29,12,7.4,7.550997884468388
30,20,21,12,15,13,16,15,21,16,7.6,7.920287430444305
27,17,23,17,22,14,21,16,18,19,7.8,7.338226442403794
21,13,15,11,29,18,18,16,16,14,7.2,7.46546826818055
17,12,19,17,27,15,23,12,30,20,7.8,7.699065631909657
18,18,27,18,18,17,30,19,21,10,7.4,7.4698329895288165
28,17,16,19,23,15,27,16,25,16,7.6,7.631622638483971
30,19,30,17,25,11,21,12,17,18,8.2,8.152580888269165
21,14,19,10,20,16,18,15,24,13,7.0,7.353882952557978
24,10,16,19,22,16,15,12,28,19,7.4,7.883279928943082
17,11,16,12,17,13,26,16,17,19,7.0,7.901545595237939
28,12,16,17,25,12,17,16,20,11,7.0,7.557494384654021
16,14,24,14,24,20,20,18,23,13,7.8,7.933914708538002
16,20,26,16,19,20,18,20,19,11,7.8,7.448811739504691
29,16,20,10,25,20,21,18,29,18,7.2,7.31693431727663
15,11,21,19,15,11,21,16,22,14,6.8,6.427482067795853
29,14,28,19,22,18,20,11,25,14,8.0,8.885516377301013
25,12,30,10,30,20,22,14,21,17,8.0,8.640743506364212
23,11,30,13,27,10,15,19,30,14,8.0,8.270631003014469
18,18,15,15,28,16,24,11,24,20,7.6,7.024976153325018
19,14,19,13,30,17,18,16,16,10,7.4,7.309282120912556
29,15,27,15,28,11,19,18,22,16,8.4,8.711221493588383
22,15,21,20,18,18,17,15,28,19,8.4,8.618544146845116
16,13,24,14,30,18,23,15,25,19,8.2,8.060011984579871
17,15,29,14,20,16,27,14,17,10,7.8,7.224218196957384
19,11,21,20,24,15,26,19,16,17,7.2,7.731313420881824
15,16,28,15,27,16,25,10,17,10,7.4,7.186361222006537
18,16,28,10,19,17,26,16,30,20,8.4,8.123039688426541
27,17,30,10,26,18,16,12,18,20,7.6,7.769939642145773
25,18,21,10,23,17,30,12,17,12,7.4,7.079519219133804
24,11,20,17,22,19,25,15,20,19,7.4,7.788284636556742
21,18,19,19,22,18,30,18,28,16,8.2,8.62574015466505
27,10,15,20,26,14,17,13,25,19,7.0,7.688956840670617
29,19,22,16,17,12,15,14,19,16,7.2,7.065207416926597
30,18,24,17,25,11,24,20,15,14,8.4,8.84901391998582
28,17,19,14,30,18,22,16,21,18,7.8,7.051582259795105
21,19,15,19,18,20,30,11,16,18,7.4,7.280363699369876
15,15,28,10,18,19,25,10,22,13,6.8,6.0558312945324975
18,19,23,19,21,13,27,17,24,11,7.8,7.872080959254669
16,17,16,20,22,13,28,14,24,15,7.6,7.997157506352255
30,11,30,15,29,16,25,15,21,19,6.6,6.632264471884695
26,18,26,20,29,18,28,19,30,14,9.6,9.20157259863982
29,16,20,14,16,12,23,10,17,17,6.6,6.689072595808056
17,19,20,15,28,19,29,16,16,10,7.2,7.483288402509921
18,20,19,17,22,13,26,15,20,20,7.4,7.058312565300802
29,10,19,10,28,11,20,17,26,20,8.0,8.941736240863323
23,12,19,20,30,14,30,12,25,10,7.6,7.29265738206435
22,12,27,19,20,15,20,17,21,10,7.6,7.364769344619104
16,16,17,16,21,13,20,12,28,12,6.8,6.662414150621311
16,19,23,19,22,20,27,10,27,16,8.2,8.652730870818452
17,10,27,16,25,14,28,13,24,11,7.6,7.541537037574124
27,15,20,17,23,18,25,16,15,16,8.4,8.810439649546103
22,12,20,16,23,17,22,11,23,19,7.4,7.327029223053036
24,15,18,14,25,12,16,10,16,10,7.0,7.319316961100354
19,18,17,10,27,10,30,15,19,18,7.2,7.199103375129524
26,15,24,13,15,19,16,19,29,12,7.8,7.7809853982899195
19,13,23,10,16,19,21,17,25,10,6.8,6.989475142329053
21,16,28,13,15,19,21,16,16,19,7.6,7.629906616728772
20,17,22,10,15,11,26,14,17,10,6.6,6.966903404469726
27,15,19,18,18,13,21,20,23,18,8.4,8.17767109097662
17,13,27,11,28,14,26,13,25,13,7.8,7.203161822884831
17,17,28,11,24,10,30,16,15,14,7.6,7.903164213883736
21,12,23,12,27,18,24,17,20,20,6.8,6.226275371495692
22,11,20,12,20,16,21,10,26,13,7.4,7.657233492644527
28,12,24,10,18,11,25,19,21,18,7.2,7.4789805920064385
27,18,17,13,18,20,17,13,17,17,6.6,6.44431166891613
23,14,22,18,23,10,20,14,24,14,7.2,7.787297983198501
28,13,26,18,21,19,17,18,20,10,7.2,7.175660916893006
23,16,17,13,22,14,22,15,29,15,7.8,7.482820942133549
17,19,28,15,24,18,22,13,19,14,7.8,7.379010812785435
23,15,29,17,22,19,21,14,23,19,8.4,8.593828824522308
18,17,29,12,18,10,19,11,28,20,7.4,7.281062672482843
27,15,16,14,21,16,19,19,29,12,8.0,8.561786667276555
18,12,25,13,28,14,29,17,17,10,7.8,7.5361262114821965
27,20,21,16,18,16,17,20,22,12,8.0,8.973910330163548
19,17,18,20,16,19,19,18,24,20,7.8,7.749427289959602
27,20,22,19,19,10,15,12,28,12,7.4,7.279537174434695
26,17,20,12,22,13,25,16,17,15,7.6,7.5919282429652375
16,19,24,10,15,16,26,13,29,17,7.6,7.627866048983129
18,12,23,17,29,13,24,18,27,19,8.0,8.614624569855756
18,14,23,14,25,16,28,16,19,17,8.2,8.123170300689043
28,12,21,14,22,13,27,10,29,11,6.4,6.012058324192884
17,17,20,15,24,13,24,13,28,16,7.6,7.996409200540525
17,18,23,18,25,17,20,16,25,12,8.0,8.620057365021585
22,17,26,18,28,16,22,15,28,15,8.6,8.917748993996595
22,17,24,17,23,15,22,17,29,10,8.2,8.333371460117544
26,13,30,15,28,12,23,18,16,11,7.0,7.3033784055753035
22,17,21,19,22,11,23,15,16,10,7.0,7.38518633427554
15,17,21,15,19,13,19,18,24,13,7.6,7.754256449303665
26,16,19,11,15,11,23,18,19,16,7.2,7.070322527246049
16,18,22,11,16,10,24,13,22,12,7.0,7.219398325098108
21,20,24,20,21,18,24,17,19,10,8.2,8.951345536793493
29,17,17,11,23,12,20,16,25,10,7.2,7.6260554540022305
28,16,15,12,20,18,22,20,30,19,8.4,8.110146853709798
23,14,21,12,29,12,21,11,23,16,7.8,7.03508253370381
23,12,17,12,18,13,18,19,16,17,6.8,6.415121618802547
19,15,21,16,23,20,20,10,16,19,7.2,7.938956867506
28,10,23,12,20,13,30,14,16,16,7.4,7.8192708368477835
16,10,29,15,20,19,27,15,24,16,7.6,7.908163410924141
21,18,16,10,19,16,21,16,28,19,7.6,7.514482726410125
17,11,18,18,25,16,15,16,21,20,7.8,7.249184644262976
15,15,27,14,22,14,26,10,28,14,8.0,8.321572637245408
18,12,17,11,22,20,23,10,18,11,6.8,6.242964822693986
17,18,26,14,29,19,17,14,26,14,7.0,7.826488407729934
26,19,18,17,27,17,15,15,24,18,7.2,7.555273106912388
22,10,25,17,26,15,20,16,30,20,8.6,8.529367984344928
29,19,29,14,23,16,15,14,30,13,8.4,8.588784400997373
17,12,22,17,20,17,17,12,27,19,7.6,7.544960131596261
18,15,28,13,18,12,29,13,28,19,8.2,8.010854262591263
25,18,21,17,22,11,30,18,22,13,8.0,8.59062623891979
23,12,25,10,16,11,24,18,21,15,7.0,7.349920983024788
18,20,22,20,24,17,28,18,30,15,8.4,8.37120421212304
16,15,23,13,16,15,16,19,15,20,6.8,6.12395725371064
22,16,29,12,22,12,15,14,24,16,7.2,7.289295049790362
27,12,23,14,20,16,25,18,22,19,8.4,8.028327009951292
26,18,26,17,25,20,16,13,23,20,7.8,7.309185708608775
27,16,29,14,23,13,23,15,16,18,8.2,8.508493948028134
27,16,26,15,16,17,29,10,20,10,7.8,7.332117563631593
22,19,18,19,22,14,28,18,16,11,8.2,8.350764244563573
18,15,23,12,27,17,16,13,22,14,7.2,7.602155322682583
20,14,19,17,22,15,16,12,24,19,7.6,7.233497594522193
21,14,20,11,26,14,20,20,22,20,6.8,6.451413616039036
22,12,25,12,30,20,18,10,25,16,8.0,8.436122207801967
21,17,24,17,18,15,18,16,30,20,8.2,8.983075871974672
24,17,28,12,15,16,25,13,16,19,7.2,7.508545185611765
20,14,30,16,20,18,19,10,19,18,7.8,7.654546872034932
25,20,23,17,17,14,22,10,22,14,6.8,6.342620833808713
23,16,30,19,27,15,30,14,21,20,9.0,9.007823690795044
16,13,19,18,16,13,30,13,27,20,7.8,7.885058752845536
25,11,15,18,20,18,27,14,28,10,8.0,8.923405802267137
25,18,18,16,22,15,26,10,30,20,8.4,8.963803021088925
16,14,22,11,15,20,16,20,30,20,7.4,7.824431366144832
15,15,25,10,19,18,30,19,21,15,7.6,7.819462669009724
26,18,22,18,22,20,19,11,29,10,7.6,7.615146484951702
19,20,21,12,21,15,22,10,21,19,7.2,7.428260614226156
15,19,17,17,28,14,29,11,29,19,7.8,7.961495765433408
25,15,20,19,22,11,28,19,23,14,7.8,7.5481252572477056
